,state,parlimen,ballot_order,name,name_display,age,sex,ethnicity,party,votes,result,result_desc,new_mp,top_party,total_seat_votes,Percentage of votes garnered,Percentage of bumiputera residents,labour_unemployment_rate,poverty_incidence,Result
20,Kedah,P.005 Jerlun,3,Mohamed Fadzil Bin Mohd Ali,DR. MOHAMED FADZIL MOHD ALI,48.0,male,bumiputera,PAKATAN HARAPAN (PH),6149,0,lost_deposit,0,PH,52207,11.778114046009156,93.45941566,3.6,6.7,Lost
21,Kedah,P.005 Jerlun,4,Othman Bin Aziz,OTHMAN BIN AZIZ,63.0,male,bumiputera,BARISAN NASIONAL (BN),11229,0,lost,0,BN,52207,21.50860995651924,93.45941566,3.6,6.7,Lost
22,Kedah,P.006 Kubang Pasu,1,Ku Abd Rahman Bin Ku Ismail,DATO' WIRA DR KU ABD RAHMAN BIN KU ISMAIL,70.0,male,bumiputera,PERIKATAN NASIONAL (PN),47584,1,won,1,PN,83402,57.05378767895254,88.56110011,4.0,4.3,Won
23,Kedah,P.006 Kubang Pasu,2,Mohd Aizuddin Bin Ariffin,AIZUDDIN ARIFFIN,35.0,male,bumiputera,PAKATAN HARAPAN (PH),16000,0,lost,0,PH,83402,19.1841922256061,88.56110011,4.0,4.3,Lost
24,Kedah,P.006 Kubang Pasu,3,Amiruddin Bin Hamzah,AMIRUDDIN HAMZAH (TOK MET),60.0,male,bumiputera,PARTI PEJUANG TANAHAIR (PEJUANG),5329,0,lost_deposit,0,Others,83402,6.389535023140931,88.56110011,4.0,4.3,Lost
25,Kedah,P.006 Kubang Pasu,4,Hasmuni Bin Hassan,HASMUNI BIN HASSAN (TOK MUNI),43.0,male,bumiputera,BARISAN NASIONAL (BN),14489,0,lost,0,BN,83402,17.372485072300424,88.56110011,4.0,4.3,Lost
26,Kedah,P.007 Padang Terap,1,Razali Bin Lebai Salleh,RAZALI BIN LEBAI SALLEH,65.0,male,bumiputera,PARTI PEJUANG TANAHAIR (PEJUANG),452,0,lost_deposit,0,Others,48629,0.9294865203890683,91.66453919,4.2,9.1,Lost
27,Kedah,P.007 Padang Terap,2,Mahdzir Bin Khalid,MAHDZIR BIN KHALID,61.0,male,bumiputera,BARISAN NASIONAL (BN),17258,0,lost,0,BN,48629,35.48911143556314,91.66453919,4.2,9.1,Lost
28,Kedah,P.007 Padang Terap,3,Muaz Bin Abdullah,MUAZ ABDULLAH,25.0,male,bumiputera,PAKATAN HARAPAN (PH),2702,0,lost_deposit,0,PH,48629,5.556355261263855,91.66453919,4.2,9.1,Lost
29,Kedah,P.007 Padang Terap,4,Nurul Amin Bin Hamid,USTAZ NURUL AMIN,39.0,male,bumiputera,PERIKATAN NASIONAL (PN),28217,1,won,1,PN,48629,58.02504678278394,91.66453919,4.2,9.1,Won
