,state,parlimen,ballot_order,name,name_display,age,sex,ethnicity,party,votes,result,result_desc,new_mp,top_party,ethnicity_proportion_bumi,ethnicity_proportion_chinese,ethnicity_proportion_indian,ethnicity_proportion_other
115,W.P. Kuala Lumpur,P.116 Wangsa Maju,1,Zahir Bin Hassan,ZAHIR HASSAN,63,male,bumiputera,PAKATAN HARAPAN (PH),46031,1,won,1,PH,61.65203675,30.60656963,6.987534697,0.753858918
116,W.P. Kuala Lumpur,P.117 Segambut,3,Yeoh Tseow Suan,HANNAH YEOH,43,female,chinese,PAKATAN HARAPAN (PH),68438,1,won,0,PH,32.42915982,55.76399145,10.65239926,1.154449469
117,W.P. Kuala Lumpur,P.118 Setiawangsa,1,Nik Nazmi Bin Nik Ahmad,NIK NAZMI NIK AHMAD,40,male,bumiputera,PAKATAN HARAPAN (PH),34434,1,won,0,PH,69.7025533,21.39681139,8.547768616,0.352866686
118,W.P. Kuala Lumpur,P.119 Titiwangsa,4,Johari Bin Abdul Ghani,DATUK SERI JOHARI GHANI,58,male,bumiputera,BARISAN NASIONAL (BN),25042,1,won,0,BN,67.72840477,23.25899294,7.57260828,1.439994008
119,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,Fong Kui Lun,FONG KUI LUN,76,male,chinese,PAKATAN HARAPAN (PH),43827,1,won,0,PH,27.06689284,56.48119857,15.45309915,0.998809436
120,W.P. Kuala Lumpur,P.121 Lembah Pantai,3,Ahmad Fahmi Bin Mohamed Fadzil,FAHMI FADZIL,41,male,bumiputera,PAKATAN HARAPAN (PH),35359,1,won,0,PH,59.12156533,26.22481726,13.80097217,0.852645229
121,W.P. Kuala Lumpur,P.122 Seputeh,4,Teresa Kok Suh Sim,TERESA KOK,58,female,chinese,PAKATAN HARAPAN (PH),73234,1,won,0,PH,31.10414243,57.31555997,11.22094129,0.359356317
122,W.P. Kuala Lumpur,P.123 Cheras,1,Tan Kok Wai,TAN KOK WAI,65,male,chinese,PAKATAN HARAPAN (PH),60294,1,won,0,PH,32.21214371,59.55163175,7.58013493,0.656089609
123,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,Wan Azizah Binti Wan Ismail,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,70,female,bumiputera,PAKATAN HARAPAN (PH),43476,1,won,0,PH,67.93719551,23.35562205,8.323161181,0.384021259
124,W.P. Putrajaya,P.125 Putrajaya,5,Mohd Radzi Bin Md Jidin,DR. RADZI JIDIN (DRJ),45,male,bumiputera,PERIKATAN NASIONAL (PN),16002,1,won,1,PN,97.89718089,0.629811714,1.224842782,0.248164616
125,Negeri Sembilan,P.126 Jelebu,2,Jalaluddin Bin Alias,JALALUDDIN BIN ALIAS,59,male,bumiputera,BARISAN NASIONAL (BN),21805,1,won,0,BN,76.21775561,17.75560933,5.590399526,0.436235534
126,Negeri Sembilan,P.127 Jempol,3,Shamshulkahar Bin Mohd Deli,DATO' HAJI SHAMSHULKAHAR BIN HAJI MOHD DELI,61,male,bumiputera,BARISAN NASIONAL (BN),30138,1,won,1,BN,66.37316805,19.90866786,13.30687984,0.41128425
127,Negeri Sembilan,P.128 Seremban,1,Loke Siew Fook,LOKE SIEW FOOK,45,male,chinese,PAKATAN HARAPAN (PH),63916,1,won,0,PH,62.50265579,23.91132669,13.0624762,0.52354132
128,Negeri Sembilan,P.129 Kuala Pilah,5,Adnan Bin Abu Hassan,DATO' HJ ADNAN HJ ABU HASSAN,52,male,bumiputera,BARISAN NASIONAL (BN),21423,1,won,1,BN,80.95361942,13.37234504,5.367721428,0.306314116
129,Negeri Sembilan,P.130 Rasah,3,Cha Kee Chin,CHA KEE CHIN,48,male,chinese,PAKATAN HARAPAN (PH),81434,1,won,0,PH,46.01485118,34.17864927,19.05778332,0.748716223
130,Negeri Sembilan,P.131 Rembau,2,Mohamad Bin Haji Hasan,TOK MAT,66,male,bumiputera,BARISAN NASIONAL (BN),53075,1,won,1,BN,78.91813584,7.138739479,13.60526144,0.337863241
131,Negeri Sembilan,P.132 Port Dickson,5,Aminuddin Bin Harun,DATO' SERI AMINUDDIN BIN HARUN,55,male,bumiputera,PAKATAN HARAPAN (PH),42013,1,won,1,PH,55.19602097,25.47784182,18.69932597,0.62681124
132,Negeri Sembilan,P.133 Tampin,1,Mohd Isam Bin Mohd Isa,MOHD ISAM BIN MOHD ISA,53,male,bumiputera,BARISAN NASIONAL (BN),23283,1,won,1,BN,62.5424726,23.22275451,13.94421832,0.290554575
133,Melaka,P.134 Masjid Tanah,2,Mas Ermieyati Binti Samsudin,MAS ERMIEYATI,46,female,bumiputera,PERIKATAN NASIONAL (PN),25604,1,won,0,PN,90.49549351,6.136785367,3.049615623,0.318105505
134,Melaka,P.135 Alor Gajah,2,Adly Bin Zahari,ADLY ZAHARI,51,male,bumiputera,PAKATAN HARAPAN (PH),28178,1,won,1,PH,73.33718319,15.48283606,10.89316651,0.286814244
135,Melaka,P.136 Tangga Batu,3,Bakri Bin Jamaluddin,BAKRI JAMALUDDIN,57,male,bumiputera,PERIKATAN NASIONAL (PN),37406,1,won,1,PN,76.7923354,19.61315239,3.131167512,0.4633447
136,Melaka,P.137 Hang Tuah Jaya,1,Adam Adli Bin Abd Halim,ADAM ADLI,33,male,bumiputera,PAKATAN HARAPAN (PH),39418,1,won,1,PH,68.35017829,25.84539637,5.279594776,0.524830567
137,Melaka,P.138 Kota Melaka,1,Khoo Poay Tiong,KHOO POAY TIONG,51,male,chinese,PAKATAN HARAPAN (PH),73995,1,won,0,PH,53.39398181,41.87993602,3.636409077,1.089673098
138,Melaka,P.139 Jasin,4,Zulkifli Bin Ismail,TUAN GURU ZULKIFLI ISMAIL,56,male,bumiputera,PERIKATAN NASIONAL (PN),27893,1,won,1,PN,82.12002007,9.000696097,8.512618782,0.366665048
139,Johor,P.140 Segamat,3,Yuneswaran A/L Ramaraj,R. YUNESWARAN,36,male,indian,PAKATAN HARAPAN (PH),23437,1,won,1,PH,57.96560197,33.12881713,8.603720604,0.301860302
140,Johor,P.141 Sekijang,4,Zaliha Binti Mustafa,DR. ZALIHA MUSTAFA,58,female,bumiputera,PAKATAN HARAPAN (PH),18941,1,won,1,PH,60.50412417,34.92766227,4.30337049,0.264843071
141,Johor,P.142 Labis,2,Pang Hok Liong,PANG HOK LIONG,65,male,chinese,PAKATAN HARAPAN (PH),16133,1,won,0,PH,49.97436029,33.40341521,16.1966053,0.425619199
142,Johor,P.143 Pagoh,2,Mahiaddin Bin Md Yasin,TAN SRI MUHYIDDIN BIN MD YASIN,75,male,bumiputera,PERIKATAN NASIONAL (PN),24986,1,won,0,PN,72.76856689,23.86530715,3.085217017,0.28090895
143,Johor,P.144 Ledang,1,Syed Ibrahim Bin Syed Noh,SYED IBRAHIM SYED NOH,58,male,bumiputera,PAKATAN HARAPAN (PH),33650,1,won,0,PH,65.6562438,28.11482142,5.742487325,0.486447447
144,Johor,P.145 Bakri,3,Tan Hong Pin,TAN HONG PIN,41,male,chinese,PAKATAN HARAPAN (PH),36636,1,won,1,PH,50.33066335,47.38077609,1.982297311,0.306263252
145,Johor,P.146 Muar,3,Syed Saddiq Bin Syed Abdul Rahman,SYED SADDIQ,29,male,bumiputera,IKATAN DEMOKRATIK MALAYSIA (MUDA),19961,1,won,0,Others,69.55244196,29.42129655,0.860979378,0.165282114
146,Johor,P.147 Parit Sulong,1,Noraini Binti Ahmad,NORAINI AHMAD,55,female,bumiputera,BARISAN NASIONAL (BN),25740,1,won,0,BN,89.08868363,10.3598829,0.241015546,0.310417929
147,Johor,P.148 Ayer Hitam,1,Wee Ka Siong,WEE KA SIONG,54,male,chinese,BARISAN NASIONAL (BN),18911,1,won,0,BN,64.94928889,31.55663585,3.159859369,0.334215895
148,Johor,P.149 Sri Gading,1,Aminolhuda Bin Hassan,CIKGU HUDA,63,male,bumiputera,PAKATAN HARAPAN (PH),23242,1,won,1,PH,70.14682721,27.59106843,1.766753036,0.495351318
149,Johor,P.150 Batu Pahat,1,Onn Bin Abu Bakar,ONN BIN ABU BAKAR,59,male,bumiputera,PAKATAN HARAPAN (PH),45242,1,won,1,PH,56.75521298,41.82683254,1.100342719,0.31761176
150,Johor,P.151 Simpang Renggam,4,Hasni Bin Mohammad,HASNI BIN MOHAMMAD,63,male,bumiputera,BARISAN NASIONAL (BN),18312,1,won,1,BN,67.51952681,24.72738303,7.085766285,0.66732388
151,Johor,P.152 Kluang,2,Wong Shu Qi,WONG SHU QI,39,female,bumiputera,PAKATAN HARAPAN (PH),49801,1,won,0,PH,52.87849629,37.64714217,9.074701583,0.399659964
152,Johor,P.153 Sembrong,1,Hishammuddin Bin Datuk Hussein,HISHAMMUDDIN HUSSEIN,61,male,bumiputera,BARISAN NASIONAL (BN),22572,1,won,0,BN,68.30857059,22.40357169,8.779184659,0.508673059
153,Johor,P.154 Mersing,3,Muhammad Islahuddin Bin Abas,ISLAHUDDIN ABAS,34,male,bumiputera,PERIKATAN NASIONAL (PN),21066,1,won,1,PN,88.9499406,9.610919106,1.16643266,0.272707636
154,Johor,P.155 Tenggara,1,Manndzri Bin Nasib,MANNDZRI BIN NASIB,42,male,bumiputera,BARISAN NASIONAL (BN),21185,1,won,1,BN,79.58246534,14.5924333,5.332302937,0.492798423
155,Johor,P.156 Kota Tinggi,1,Mohamed Khaled Bin Nordin,KHALED NORDIN,64,male,bumiputera,BARISAN NASIONAL (BN),25410,1,won,0,BN,95.77621691,3.11544126,0.747705902,0.360635928
156,Johor,P.157 Pengerang,2,Azalina Binti Othman,AZALINA OTHMAN SAID,58,female,bumiputera,BARISAN NASIONAL (BN),21738,1,won,0,BN,93.16718682,5.956850152,0.578949749,0.297013283
157,Johor,P.158 Tebrau,1,Jimmy Puah Wee Tse,JIMMY PUAH WEE TSE,46,male,chinese,PAKATAN HARAPAN (PH),83959,1,won,1,PH,53.09014122,38.73427598,7.454761548,0.720821255
158,Johor,P.159 Pasir Gudang,2,Hassan Bin Abdul Karim,HASSAN ABDUL KARIM,71,male,bumiputera,PAKATAN HARAPAN (PH),71233,1,won,0,PH,60.16661097,31.84906865,7.234661344,0.749659041
159,Johor,P.160 Johor Bahru,4,Akmal Nasrullah Bin Mohd Nasir,AKMAL NASIR,36,male,bumiputera,PAKATAN HARAPAN (PH),43252,1,won,0,PH,54.751578,38.46149186,6.002471499,0.784458633
160,Johor,P.161 Pulai,3,Salahuddin Bin Ayub,DATUK SERI SALAHUDDIN AYUB,61,male,bumiputera,PAKATAN HARAPAN (PH),64900,1,won,0,PH,47.32300909,40.66201188,11.51932784,0.49565119
161,Johor,P.162 Iskandar Puteri,3,Liew Chin Tong,LIEW CHIN TONG,45,male,chinese,PAKATAN HARAPAN (PH),96819,1,won,0,PH,47.65249325,39.54109395,12.39530547,0.411107329
162,Johor,P.163 Kulai,2,Teo Nie Ching,TEO NIE CHING,41,female,chinese,PAKATAN HARAPAN (PH),65529,1,won,0,PH,53.68423673,35.3066118,10.42919844,0.57995304
163,Johor,P.164 Pontian,2,Ahmad Bin Maslan,DATUK SERI AHMAD MASLAN,56,male,bumiputera,BARISAN NASIONAL (BN),23201,1,won,0,BN,77.6971731,21.32051117,0.61830386,0.364011876
164,Johor,P.165 Tanjung Piai,2,Wee Jeck Seng,WEE JECK SENG,58,male,chinese,BARISAN NASIONAL (BN),23593,1,won,0,BN,66.7494819,31.62047193,1.076194054,0.55385212
165,W.P. Labuan,P.166 Labuan,2,Suhaili Bin Abdul Rahman,DATO' DR. SUHAILI ABDUL RAHMAN,61,male,bumiputera,PERIKATAN NASIONAL (PN),8124,1,won,1,PN,86.21749241,11.67781891,1.057089977,1.047598709
166,Sabah,P.167 Kudat,4,Verdon Bin Bahanda,VERDON BIN BAHANDA,49,male,bumiputera,BEBAS (BEBAS),16323,1,won,1,Others,94.12439917,5.410478992,0.06217567,0.40294617
167,Sabah,P.168 Kota Marudu,6,Wetrom Bin Bahanda, DATUK WETROM BAHANDA,52,male,bumiputera,PARTI KESEJAHTERAAN DEMOKRATIK MASYARAKAT (KDM),24318,1,won,1,Others,97.59647372,1.974176647,0.048860612,0.380489022
168,Sabah,P.169 Kota Belud,3,Isnaraissah Munirah Bt Majilis@Fakharudy,MUNIRAH MAJILIS,40,female,bumiputera,PARTI WARISAN SABAH (WARISAN),25148,1,won,0,Others,97.80847145,1.748570321,0.075603373,0.367354851
169,Sabah,P.170 Tuaran,1,Madius Bin Tangau,MADIUS TANGAU,64,male,bumiputera,PAKATAN HARAPAN (PH),24943,1,won,0,PH,96.79763904,2.36017142,0.12479789,0.717391646
170,Sabah,P.171 Sepanggar,4,Mustapha @ Mohd Yunus Bin Sakmud,MUSTAPHA SAKMUD,53,male,bumiputera,PAKATAN HARAPAN (PH),27022,1,won,1,PH,85.6421819,12.81763587,0.434556503,1.105625726
171,Sabah,P.172 Kota Kinabalu,4,Chan Foong Hin,CHAN FOONG HIN,43,male,chinese,PAKATAN HARAPAN (PH),31359,1,won,0,PH,62.2176828,36.41734758,0.669390321,0.6955793
172,Sabah,P.173 Putatan,2,Shahelmey Bin Yahya,SHAHELMEY BIN YAHYA,49,male,bumiputera,BARISAN NASIONAL (BN),16234,1,won,1,BN,91.46360106,6.840533627,0.40562163,1.290243679
173,Sabah,P.174 Penampang,1,Ewon Benedick,EWON BENEDICK,39,male,bumiputera,PAKATAN HARAPAN (PH),29066,1,won,1,PH,74.74762124,23.69995775,0.380853895,1.171567113
174,Sabah,P.175 Papar,6,Armizan Bin Mohd Ali,DATUK ARMIZAN BIN MOHD ALI,46,male,bumiputera,PARTI GABUNGAN RAKYAT SABAH (GRS),22620,1,won,1,Others,94.37187665,4.718035185,0.122902531,0.787185634
175,Sabah,P.176 Kimanis,1,Mohamad Bin Alamin,MOHAMAD BIN ALAMIN,50,male,bumiputera,BARISAN NASIONAL (BN),13004,1,won,1,BN,97.91057797,1.58778626,0.056706652,0.444929117
176,Sabah,P.177 Beaufort,5,Siti Aminah Binti Aching,DATUK SITI AMINAH BINTI ACHING,60,female,bumiputera,BARISAN NASIONAL (BN),10570,1,won,1,BN,94.44765164,4.486412931,0.171126964,0.894808462
177,Sabah,P.178 Sipitang,1,Matbali Bin Musah,DATUK MATBALI BIN MUSAH,53,male,bumiputera,PARTI GABUNGAN RAKYAT SABAH (GRS),14459,1,won,1,Others,95.42492309,3.921730788,0.124053062,0.529293063
178,Sabah,P.179 Ranau,2,Jonathan Bin Yasin,JONATHAN YASIN,55,male,bumiputera,PARTI GABUNGAN RAKYAT SABAH (GRS),22606,1,won,0,Others,98.64192112,0.949275817,0.045143896,0.363659164
179,Sabah,P.180 Keningau,3,Gapari Bin Katingan @ Geoffrey Kitingan,DATUK SERI PANGLIMA DR.JEFFREY G.KITINGAN,75,male,bumiputera,PARTI GABUNGAN RAKYAT SABAH (GRS),23155,1,won,0,Others,93.13847253,5.813498477,0.113990166,0.934038825
180,Sabah,P.181 Tenom,3,Riduan Bin Rubin,RIDUAN BIN RUBIN,35,male,bumiputera,BEBAS (BEBAS),10027,1,won,1,Others,96.0438096,3.454378878,0.047890726,0.453920793
181,Sabah,P.182 Pensiangan,5,Arthur Joseph Kurup,DATUK ARTHUR JOSEPH KURUP,40,male,bumiputera,BARISAN NASIONAL (BN),19623,1,won,0,BN,98.60658729,1.019042857,0.031084862,0.343284994
182,Sabah,P.183 Beluran,4,Ronald Kiandee,RONALD KIANDEE,61,male,bumiputera,PERIKATAN NASIONAL (PN),11303,1,won,0,PN,97.57080905,0.628472693,0.215137553,1.585580702
183,Sabah,P.184 Libaran,6,Suhaimi Bin Nasir,SUHAIMI BIN NASIR,54,male,bumiputera,BARISAN NASIONAL (BN),22969,1,won,1,BN,86.72778194,11.02435927,0.210049826,2.037808969
184,Sabah,P.185 Batu Sapi,5,Khairul Firdaus Bin Akbar Khan,KHAIRUL FIRDAUS AKBAR KHAN,39,male,bumiputera,PARTI GABUNGAN RAKYAT SABAH (GRS),12152,1,won,1,Others,75.89151475,22.08583913,0.274854351,1.747791768
185,Sabah,P.186 Sandakan,4,Vivian Wong Shir Yee,VIVIAN WONG SHIR YEE,33,female,chinese,PAKATAN HARAPAN (PH),16673,1,won,1,PH,73.11687837,25.00517592,0.397023541,1.480922166
186,Sabah,P.187 Kinabatangan,2,Moktar Bin Radin,BUNG MOKTAR BIN RADIN,63,male,bumiputera,BARISAN NASIONAL (BN),16842,1,won,0,BN,95.02343171,0.66337492,0.143228676,4.169964695
187,Sabah,P.188 Lahad Datu,2,Mohammad Yusof Bin Bin Apdal,DATO' HJ MOHAMMAD YUSOF BIN APDAL,62,male,bumiputera,PARTI WARISAN SABAH (WARISAN),27116,1,won,1,Others,90.0996571,5.93954099,0.26202228,3.69877963
188,Sabah,P.189 Semporna,2,Mohd Shafie Bin Apdal,MOHD SHAFIE APDAL,65,male,bumiputera,PARTI WARISAN SABAH (WARISAN),28702,1,won,0,Others,98.00856531,0.980144053,0.076893128,0.934397508
189,Sabah,P.190 Tawau,6,Lo Su Fui,LO SU FUI,41,male,chinese,PARTI GABUNGAN RAKYAT SABAH (GRS),19865,1,won,1,Others,77.93202828,17.2084376,0.239953167,4.61958095
190,Sabah,P.191 Kalabakan,2,Andi Muhammad Suryady Bin Bandy,ANDI MUHAMMAD SURYADY BIN BANDY,41,male,bumiputera,BARISAN NASIONAL (BN),23855,1,won,1,BN,88.84499112,8.365456901,0.207936787,2.581615189
191,Sarawak,P.192 Mas Gading,3,Mordi Anak Bimol,MORDI ANAK BIMOL,37,male,bumiputera,PARTI TINDAKAN DEMOKRATIK (DAP),17274,1,won,0,Others,85.19519335,14.36672194,0.155581486,0.282503224
192,Sarawak,P.193 Santubong,1,Nancy Binti Shukri,NANCY SHUKRI,61,female,bumiputera,GABUNGAN PARTI SARAWAK (GPS),43739,1,won,0,Others,90.91406583,8.861826047,0.075571345,0.148536782
193,Sarawak,P.194 Petra Jaya,1,Fadillah Bin Yusof,FADILLAH BIN YUSOF,60,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),54745,1,won,0,Others,86.91124672,12.50526344,0.377630884,0.20585896
194,Sarawak,P.195 Bandar Kuching,3,Kelvin Yii Lee Wuen,KELVIN YII LEE WUEN,36,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),45353,1,won,0,Others,34.5876836,64.52663245,0.523801097,0.361882853
195,Sarawak,P.196 Stampin,1,Chong Chieng Jen,CHONG CHIENG JEN,51,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),39310,1,won,0,Others,41.68354812,57.42137552,0.61539493,0.279681431
196,Sarawak,P.197 Kota Samarahan,1,Rubiah Binti Wang,DATUK HJH RUBIAH BINTI WANG,54,female,bumiputera,GABUNGAN PARTI SARAWAK (GPS),42278,1,won,0,Others,85.31176358,14.04114388,0.451563595,0.195528947
197,Sarawak,P.198 Puncak Borneo,1,Willie Anak Mongin,WILLIE ANAK MONGIN,47,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),29457,1,won,0,Others,81.74627053,17.93155322,0.164222139,0.157954118
198,Sarawak,P.199 Serian,2,Richard Riot Anak Jaem,DATO' SRI RICHARD RIOT ANAK JAEM,71,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),22876,1,won,0,Others,93.00595484,6.763109711,0.143509889,0.087425565
199,Sarawak,P.200 Batang Sadong,1,Rodiyah Binti Sapiee,RODIYAH BINTI SAPIEE,44,female,bumiputera,GABUNGAN PARTI SARAWAK (GPS),18668,1,won,1,Others,95.97620714,3.661174375,0.022266047,0.34035244
200,Sarawak,P.201 Batang Lupar,1,Mohamad Shafizan Haji Kepli,MOHAMAD SHAFIZAN,37,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),19627,1,won,1,Others,97.70809487,1.983123486,0.002661911,0.306119733
201,Sarawak,P.202 Sri Aman,1,Doris Sophia Anak Brodi,DORIS SOPHIA ANAK BRODI,62,female,bumiputera,GABUNGAN PARTI SARAWAK (GPS),14131,1,won,1,Others,87.90153058,11.7716613,0.042698548,0.284109571
202,Sarawak,P.203 Lubok Antu,3,Roy Angau Anak Gingkoi,ROY ANGAU ANAK GINGKOI,43,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),6644,1,won,1,Others,94.48918546,5.338242062,0.03834944,0.13422304
203,Sarawak,P.204 Betong,3,Richard Rapu @ Aman Anak Begri,DR. RICHARD RAPU,58,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),16479,1,won,1,Others,96.11197058,3.759596019,0.02918941,0.099243994
204,Sarawak,P.205 Saratok,2,Ali Anak Biju,DATUK ALI BIJU,54,male,bumiputera,PERIKATAN NASIONAL (PN),19223,1,won,0,PN,95.05428815,4.826155911,0.014639502,0.104916433
205,Sarawak,P.206 Tanjong Manis,1,Yusuf Bin Abd Wahab,IR. YUSUF ABD WAHAB,58,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),16474,1,won,0,Others,93.52296316,6.159185262,0.06486767,0.252983913
206,Sarawak,P.207 Igan,1,Ahmad Johnie Bin Zawawi,AHMAD JOHNIE BIN ZAWAWI,60,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),15824,1,won,0,Others,97.2678957,2.362564358,0.016608537,0.352931407
207,Sarawak,P.208 Sarikei,1,Huang Tiong Sii,HUANG TIONG SII,53,male,chinese,GABUNGAN PARTI SARAWAK (GPS),20080,1,won,1,Others,49.57153986,50.14282005,0.033049267,0.252590826
208,Sarawak,P.209 Julau,3,Larry Soon @ Larry Sng Wei Shien,LARRY SOON @ LARRY SNG WEI SHIEN,43,male,chinese,PARTI BANGSA MALAYSIA (PBM),9159,1,won,0,Others,94.27894767,5.541288592,0.008560178,0.171203561
209,Sarawak,P.210 Kanowit,3,Ago Anak Dagang,AARON AGO ANAK DAGANG,63,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),7411,1,won,0,Others,91.02050922,8.835059629,0.016506417,0.127924731
210,Sarawak,P.211 Lanang,3,Alice Lau Kiong Yieng,ALICE LAU KIONG YIENG,41,female,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),30120,1,won,0,Others,55.69971655,44.00416898,0.060391767,0.235722704
211,Sarawak,P.212 Sibu,1,Oscar Ling Chai Yew,OSCAR LING CHAI YEW,45,male,chinese,PARTI TINDAKAN DEMOKRATIK (DAP),31287,1,won,0,Others,46.57133895,52.98339033,0.142303014,0.302967706
212,Sarawak,P.213 Mukah,1,Hanifah Hajar Taib,HANIFAH HAJAR TAIB,50,female,bumiputera,GABUNGAN PARTI SARAWAK (GPS),21733,1,won,0,Others,91.98237233,7.793578491,0.059252676,0.164796504
213,Sarawak,P.214 Selangau,2,Edwin Anak Banta,EDWIN ANAK BANTA,57,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),16078,1,won,1,Others,95.86969044,3.793228511,0.03413479,0.302946259
214,Sarawak,P.215 Kapit,1,Alexander Nanta Linggi,ALEXANDER NANTA LINGGI,64,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),16522,1,won,0,Others,93.04066079,6.842969927,0.057043764,0.059325515
215,Sarawak,P.216 Hulu Rajang,2,Ugak Anak Kumbong,UGAK ANAK KUMBONG,60,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),15456,1,won,0,Others,97.63692041,1.804829137,0.054199073,0.504051381
216,Sarawak,P.217 Bintulu,2,Tiong King Sing,DATO SRI TIONG KING SING,61,male,chinese,GABUNGAN PARTI SARAWAK (GPS),43455,1,won,0,Others,82.10758842,17.29999749,0.149107614,0.443306474
217,Sarawak,P.218 Sibuti,1,Lukanisman Bin Awang Sauni,LUKANISMAN BIN AWANG SAUNI,40,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),22150,1,won,0,Others,86.72031264,12.71040404,0.149244546,0.420038773
218,Sarawak,P.219 Miri,3,Chiew Choon Man,CHIEW CHOON MAN,31,male,chinese,PAKATAN HARAPAN (PH),39549,1,won,1,PH,64.97059247,34.38316162,0.319267074,0.326978839
219,Sarawak,P.220 Baram,1,Anyi Ngau,ANYI NGAU,64,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),18399,1,won,0,Others,94.61022813,4.903232782,0.055861895,0.43067719
220,Sarawak,P.221 Limbang,2,Hasbi Bin Habibollah,HASBI BIN HABIBOLLAH,59,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),14897,1,won,0,Others,88.02216344,11.66089019,0.07752645,0.23941992
221,Sarawak,P.222 Lawas,3,Henry Sum Agong,HENRY SUM AGONG,76,male,bumiputera,GABUNGAN PARTI SARAWAK (GPS),11361,1,won,0,Others,92.63581489,6.855418224,0.068985341,0.439781546
