,state,parlimen,ballot_order,name,name_display,age,sex,ethnicity,party,votes,result,result_desc,new_mp,top_party,total_seat_votes,Percentage of votes garnered,Percentage of bumiputera residents,labour_unemployment_rate,poverty_incidence,Result
537,W.P. Kuala Lumpur,P.117 Segambut,3,Yeoh Tseow Suan,HANNAH YEOH,43,female,chinese,PAKATAN HARAPAN (PH),68438,1,won,0,PH,85496,80.04818939,32.42915982,4.5,0,Won
538,W.P. Kuala Lumpur,P.118 Setiawangsa,1,Nik Nazmi Bin Nik Ahmad,NIK NAZMI NIK AHMAD,40,male,bumiputera,PAKATAN HARAPAN (PH),34434,1,won,0,PH,74764,46.05692579,69.7025533,4.6,0.3,Won
545,W.P. Kuala Lumpur,P.119 Titiwangsa,2,Khalid Bin Abd Samad,KHALID ABD SAMAD,65,male,bumiputera,PAKATAN HARAPAN (PH),20410,0,lost,0,PH,60858,33.53708633,67.72840477,3.6,0.5,Lost
549,W.P. Kuala Lumpur,P.120 Bukit Bintang,2,Fong Kui Lun,FONG KUI LUN,76,male,chinese,PAKATAN HARAPAN (PH),43827,1,won,0,PH,52936,82.79242859,27.06689284,3,0,Won
553,W.P. Kuala Lumpur,P.121 Lembah Pantai,3,Ahmad Fahmi Bin Mohamed Fadzil,FAHMI FADZIL,41,male,bumiputera,PAKATAN HARAPAN (PH),35359,1,won,0,PH,76714,46.091978,59.12156533,3.3,0,Won
558,W.P. Kuala Lumpur,P.122 Seputeh,4,Teresa Kok Suh Sim,TERESA KOK,58,female,chinese,PAKATAN HARAPAN (PH),73234,1,won,0,PH,87454,83.74002333,31.10414243,3.5,0.5,Won
560,W.P. Kuala Lumpur,P.123 Cheras,1,Tan Kok Wai,TAN KOK WAI,65,male,chinese,PAKATAN HARAPAN (PH),60294,1,won,0,PH,71746,84.03813453,32.21214371,3.7,0.2,Won
563,W.P. Kuala Lumpur,P.124 Bandar Tun Razak,1,Wan Azizah Binti Wan Ismail,DATO' SERI DR WAN AZIZAH BINTI WAN ISMAIL,70,female,bumiputera,PAKATAN HARAPAN (PH),43476,1,won,0,PH,93021,46.73783339,67.93719551,4.4,0,Won
567,W.P. Putrajaya,P.125 Putrajaya,2,Noraishah Mydin Binti Haji Abdul Aziz,NORAISHAH MYDIN BINTI HAJI ABDUL AZIZ,47,female,bumiputera,PAKATAN HARAPAN (PH),5988,0,lost,0,PH,36643,16.34145676,97.89718089,1.5,0.4,Lost
574,Negeri Sembilan,P.126 Jelebu,3,Zulkefly Mohamad Bin Omar,DATO' ZULKEFLY OMAR,58,male,bumiputera,PAKATAN HARAPAN (PH),13680,0,lost,0,PH,45334,30.17602682,76.21775561,4,6.2,Lost
579,Negeri Sembilan,P.127 Jempol,4,Norwani Binti Ahmat,NORWANI AHMAT,46,female,bumiputera,PAKATAN HARAPAN (PH),24281,0,lost,0,PH,71795,33.81990389,66.37316805,3.9,5.8,Lost
580,Negeri Sembilan,P.128 Seremban,1,Loke Siew Fook,LOKE SIEW FOOK,45,male,chinese,PAKATAN HARAPAN (PH),63916,1,won,0,PH,123284,51.84452159,62.50265579,3.6,4.5,Won
588,Negeri Sembilan,P.129 Kuala Pilah,4,Nor Azman Bin Mohamad,NOR AZMAN MOHAMAD,45,male,bumiputera,PAKATAN HARAPAN (PH),14940,0,lost,0,PH,48662,30.70157412,80.95361942,4.1,8.3,Lost
592,Negeri Sembilan,P.130 Rasah,3,Cha Kee Chin,CHA KEE CHIN,48,male,chinese,PAKATAN HARAPAN (PH),81434,1,won,0,PH,119691,68.03686159,46.01485118,3.8,1.8,Won
595,Negeri Sembilan,P.131 Rembau,3,Jufitri Bin Joha,JUFITRI JOHA,43,male,bumiputera,PAKATAN HARAPAN (PH),33178,0,lost,0,PH,109436,30.31726306,78.91813584,3.6,4.2,Lost
602,Negeri Sembilan,P.132 Port Dickson,5,Aminuddin Bin Harun,DATO' SERI AMINUDDIN BIN HARUN,55,male,bumiputera,PAKATAN HARAPAN (PH),42013,1,won,1,PH,80185,52.39508636,55.19602097,4,4.3,Won
606,Negeri Sembilan,P.133 Tampin,4,Muhammad Faiz Bin Fadzil,FAIZ FADZIL,45,male,bumiputera,PAKATAN HARAPAN (PH),22007,0,lost,0,PH,61033,36.05754264,62.5424726,4.1,4.8,Lost
612,Melaka,P.135 Alor Gajah,2,Adly Bin Zahari,ADLY ZAHARI,51,male,bumiputera,PAKATAN HARAPAN (PH),28178,1,won,1,PH,73000,38.6,73.33718319,2.6,2.9,Won
618,Melaka,P.136 Tangga Batu,4,Rusnah Binti Aluai,PROF. MADYA RUSNAH ALUAI,60,female,bumiputera,PAKATAN HARAPAN (PH),28557,0,lost,0,PH,92027,31.03111043,76.7923354,1.8,5.9,Lost
620,Melaka,P.137 Hang Tuah Jaya,1,Adam Adli Bin Abd Halim,ADAM ADLI,33,male,bumiputera,PAKATAN HARAPAN (PH),39418,1,won,1,PH,94486,41.71834981,68.35017829,2.3,4.3,Won
624,Melaka,P.138 Kota Melaka,1,Khoo Poay Tiong,KHOO POAY TIONG,51,male,chinese,PAKATAN HARAPAN (PH),73995,1,won,0,PH,123181,60.07014069,53.39398181,2.4,2.9,Won
628,Melaka,P.139 Jasin,1,Harun Bin Mohamed,DATUK HARUN,56,male,bumiputera,PAKATAN HARAPAN (PH),21674,0,lost,0,PH,77598,27.93113225,82.12002007,1.7,2.7,Lost
634,Johor,P.140 Segamat,3,Yuneswaran A/L Ramaraj,R. YUNESWARAN,36,male,indian,PAKATAN HARAPAN (PH),23437,1,won,1,PH,50652,46.27063097,57.96560197,3.8,2.6,Won
639,Johor,P.141 Sekijang,4,Zaliha Binti Mustafa,DR. ZALIHA MUSTAFA,58,female,bumiputera,PAKATAN HARAPAN (PH),18941,1,won,1,PH,48237,39.26653813,60.50412417,4.1,3.4,Won
642,Johor,P.142 Labis,2,Pang Hok Liong,PANG HOK LIONG,65,male,chinese,PAKATAN HARAPAN (PH),16133,1,won,0,PH,34745,46.43258023,49.97436029,4.3,2.4,Won
646,Johor,P.143 Pagoh,3,Iskandar Shah Bin Abd Rahman,ISKANDAR SHAH,41,male,bumiputera,PAKATAN HARAPAN (PH),14979,0,lost,0,PH,54391,27.53948263,72.76856689,2.1,6.9,Lost
647,Johor,P.144 Ledang,1,Syed Ibrahim Bin Syed Noh,SYED IBRAHIM SYED NOH,58,male,bumiputera,PAKATAN HARAPAN (PH),33650,1,won,0,PH,80307,41.90170222,65.6562438,2.9,3.2,Won
655,Johor,P.145 Bakri,3,Tan Hong Pin,TAN HONG PIN,41,male,chinese,PAKATAN HARAPAN (PH),36636,1,won,1,PH,73140,50.0902379,50.33066335,2.8,3.4,Won
662,Johor,P.147 Parit Sulong,3,Mohd Faizal Bin Dolah,MOHD FAIZAL DOLAH,35,male,bumiputera,PAKATAN HARAPAN (PH),13495,0,lost,0,PH,62954,21.43628681,89.08868363,2.7,5.2,Lost
664,Johor,P.148 Ayer Hitam,2,Sheikh 'Umar Bagharib Bin Ali,SHEIKH OMAR,37,male,bumiputera,PAKATAN HARAPAN (PH),15948,0,lost,0,PH,46692,34.15574402,64.94928889,2.5,2.7,Lost
666,Johor,P.149 Sri Gading,1,Aminolhuda Bin Hassan,CIKGU HUDA,63,male,bumiputera,PAKATAN HARAPAN (PH),23242,1,won,1,PH,61264,37.93745103,70.14682721,2,2.3,Won
670,Johor,P.150 Batu Pahat,1,Onn Bin Abu Bakar,ONN BIN ABU BAKAR,59,male,bumiputera,PAKATAN HARAPAN (PH),45242,1,won,1,PH,99494,45.47208877,56.75521298,1.9,2.5,Won
675,Johor,P.151 Simpang Renggam,1,Maszlee Bin Malik,DR MASZLEE MALIK,47,male,bumiputera,PAKATAN HARAPAN (PH),16491,0,lost,0,PH,44131,37.36828986,67.51952681,4.8,9.9,Lost
680,Johor,P.152 Kluang,2,Wong Shu Qi,WONG SHU QI,39,female,bumiputera,PAKATAN HARAPAN (PH),49801,1,won,0,PH,95621,52.0816557,52.87849629,4.4,3.6,Won
684,Johor,P.153 Sembrong,2,Hasni Bin Abas,HASNI ABAS,60,male,bumiputera,PAKATAN HARAPAN (PH),11692,0,lost,0,PH,40930,28.56584412,68.30857059,5,5.4,Lost
686,Johor,P.154 Mersing,1,Fatin Zulaikha Binti Zaidi,ZULAIKHA ZAIDI,29,female,bumiputera,PAKATAN HARAPAN (PH),6813,0,lost,0,PH,46906,14.52479427,88.9499406,3.5,12.1,Lost
694,Johor,P.155 Tenggara,4,Zuraidah Zainab Binti Mohd Zain,ZURAIDAH CHEDAH,53,female,bumiputera,PAKATAN HARAPAN (PH),11618,0,lost,0,PH,51350,22.62512171,79.58246534,3.2,5.1,Lost
697,Johor,P.156 Kota Tinggi,3,Onn Bin Jaafar,ONN JAAFAR,59,male,bumiputera,PAKATAN HARAPAN (PH),4903,0,lost_deposit,0,PH,47333,10.35852365,95.77621691,3.5,9.7,Lost
700,Johor,P.157 Pengerang,3,Che Zakaria Bin Mohd Salleh,CHE ZAKARIA BIN MOHD SALLEH,61,male,bumiputera,PAKATAN HARAPAN (PH),3374,0,lost_deposit,0,PH,41840,8.064053537,93.16718682,3.9,4.4,Lost
701,Johor,P.158 Tebrau,1,Jimmy Puah Wee Tse,JIMMY PUAH WEE TSE,46,male,chinese,PAKATAN HARAPAN (PH),83959,1,won,1,PH,167965,49.98600899,53.09014122,3.6,3.7,Won
705,Johor,P.159 Pasir Gudang,2,Hassan Bin Abdul Karim,HASSAN ABDUL KARIM,71,male,bumiputera,PAKATAN HARAPAN (PH),71233,1,won,0,PH,149280,47.71771168,60.16661097,4.3,4.9,Won
711,Johor,P.160 Johor Bahru,4,Akmal Nasrullah Bin Mohd Nasir,AKMAL NASIR,36,male,bumiputera,PAKATAN HARAPAN (PH),43252,1,won,0,PH,94393,45.82119437,54.751578,3.5,3.4,Won
714,Johor,P.161 Pulai,3,Salahuddin Bin Ayub,DATUK SERI SALAHUDDIN AYUB,61,male,bumiputera,PAKATAN HARAPAN (PH),64900,1,won,0,PH,117303,55.32680324,47.32300909,3.7,1.1,Won
717,Johor,P.162 Iskandar Puteri,3,Liew Chin Tong,LIEW CHIN TONG,45,male,chinese,PAKATAN HARAPAN (PH),96819,1,won,0,PH,163680,59.15139296,47.65249325,3.8,2.4,Won
719,Johor,P.163 Kulai,2,Teo Nie Ching,TEO NIE CHING,41,female,chinese,PAKATAN HARAPAN (PH),65529,1,won,0,PH,115253,56.85665449,53.68423673,3.7,4.2,Won
723,Johor,P.164 Pontian,3,Shazwan Bin Zdainal Abidin,SHAZWAN ZDAINAL,38,male,bumiputera,PAKATAN HARAPAN (PH),15901,0,lost,0,PH,56851,27.96960476,77.6971731,4.3,4.9,Lost
731,W.P. Labuan,P.166 Labuan,4,Ramli Bin Tahir,DATUK WIRA DR RAMLI,,male,bumiputera,PAKATAN HARAPAN (PH),5307,0,lost,0,PH,28449,18.65443425,86.21749241,7.2,3.1,Lost
738,Sabah,P.167 Kudat,5,Thonny Chee,THONNY CHEE,42,male,bumiputera,PAKATAN HARAPAN (PH),4726,0,lost_deposit,0,PH,45108,10.47707724,94.12439917,9.1,47,Lost
745,Sabah,P.169 Kota Belud,1,Madeli @ Modily Bin Bangali,MADELI @ MODILY BIN BANGALI,54,male,bumiputera,PAKATAN HARAPAN (PH),8323,0,lost,0,PH,54037,15.40240946,97.80847145,9.7,34.1,Lost
748,Sabah,P.170 Tuaran,1,Madius Bin Tangau,MADIUS TANGAU,64,male,bumiputera,PAKATAN HARAPAN (PH),24943,1,won,0,PH,58227,42.83751524,96.79763904,5.9,16.3,Won
757,Sabah,P.171 Sepanggar,4,Mustapha @ Mohd Yunus Bin Sakmud,MUSTAPHA SAKMUD,53,male,bumiputera,PAKATAN HARAPAN (PH),27022,1,won,1,PH,70304,38.43593537,85.6421819,6.3,9.8,Won
762,Sabah,P.172 Kota Kinabalu,4,Chan Foong Hin,CHAN FOONG HIN,43,male,chinese,PAKATAN HARAPAN (PH),31359,1,won,0,PH,44120,71.07660925,62.2176828,6.5,1.6,Won
764,Sabah,P.173 Putatan,1,Awang Husaini Bin Sahari,AWANG HUSAINI BIN SAHARI,55,male,bumiputera,PAKATAN HARAPAN (PH),16110,0,lost,0,PH,41249,39.05549225,91.46360106,7.5,11.7,Lost
768,Sabah,P.174 Penampang,1,Ewon Benedick,EWON BENEDICK,39,male,bumiputera,PAKATAN HARAPAN (PH),29066,1,won,1,PH,50730,57.29548591,74.74762124,8.7,4.2,Won
774,Sabah,P.175 Papar,3,Henry Shim Chee On,HENRY SHIM,38,male,chinese,PAKATAN HARAPAN (PH),9144,0,lost,0,PH,43509,21.01634145,94.37187665,7.2,12.1,Lost
781,Sabah,P.176 Kimanis,4,Rowindy Lawrence Odong,ROWINDY LAWRENCE ODONG,40,female,bumiputera,PAKATAN HARAPAN (PH),3931,0,lost,0,PH,31068,12.65289043,97.91057797,8.1,18.4,Lost
783,Sabah,P.177 Beaufort,1,Dikin Bin Musah,DIKIN BIN MUSAH,66,male,bumiputera,PAKATAN HARAPAN (PH),7835,0,lost,0,PH,29298,26.74243976,94.44765164,6.3,28,Lost
790,Sabah,P.178 Sipitang,2,Lahirul Bin Latigu,LAHIRUL,46,male,bumiputera,PAKATAN HARAPAN (PH),4834,0,lost,0,PH,29061,16.63397681,95.42492309,6.4,10.4,Lost
792,Sabah,P.179 Ranau,1,Apirin Bin Jahalan @ Taufik Sham,TAUFIK DAHLAN,67,male,bumiputera,PAKATAN HARAPAN (PH),11514,0,lost,0,PH,42298,27.22114521,98.64192112,8.8,26.8,Lost
797,Sabah,P.180 Keningau,1,Grelydia Gillod,GRELYDIA GILLOD,32,female,bumiputera,PAKATAN HARAPAN (PH),15099,0,lost,0,PH,54872,27.51676629,93.13847253,6.3,14.7,Lost
801,Sabah,P.181 Tenom,1,Noorita Binti Sual,NOORITA SUAL,42,female,bumiputera,PAKATAN HARAPAN (PH),8919,0,lost,0,PH,28649,31.13197668,96.0438096,6.1,17.2,Lost
809,Sabah,P.182 Pensiangan,4,Sangkar Bin Rasam,SANGKAR BIN RASAM,60,male,bumiputera,PAKATAN HARAPAN (PH),14211,0,lost,0,PH,37110,38.29426031,98.60658729,8,31.1,Lost
815,Sabah,P.183 Beluran,5,Felix Joseph Sitin,FELIX JOSEPH SAANG,48,male,bumiputera,PAKATAN HARAPAN (PH),4460,0,lost,0,PH,29334,15.2041999,97.57080905,8.2,43.3,Lost
817,Sabah,P.184 Libaran,2,Peter Jr Naintin,DR PETER JR NAINTIN,44,male,chinese,PAKATAN HARAPAN (PH),10351,0,lost,0,PH,44531,23.24448137,86.72778194,8,20.2,Lost
822,Sabah,P.185 Batu Sapi,1,Liau Fui Fui,LIAU FUI FUI,39,female,bumiputera,PAKATAN HARAPAN (PH),7331,0,lost,0,PH,27037,27.11469468,75.89151475,7.7,13.7,Lost
830,Sabah,P.186 Sandakan,4,Vivian Wong Shir Yee,VIVIAN WONG SHIR YEE,33,female,chinese,PAKATAN HARAPAN (PH),16673,1,won,1,PH,30919,53.92477118,73.11687837,8.1,16.8,Won
835,Sabah,P.188 Lahad Datu,1,Sia Yu Hock,SIA YU HOCK,34,male,chinese,PAKATAN HARAPAN (PH),8289,0,lost,0,PH,58145,14.25573996,90.0996571,9.7,19.9,Lost
838,Sabah,P.189 Semporna,1,Arastam Bin Pandorog,ARASTAM BIN PANDOROG,60,male,bumiputera,PAKATAN HARAPAN (PH),1848,0,lost_deposit,0,PH,38909,4.749543807,98.00856531,10.1,31.5,Lost
845,Sabah,P.190 Tawau,4,Liew Chin Jin,CHRISTINA LIEW,70,female,chinese,PAKATAN HARAPAN (PH),16065,0,lost,0,PH,50687,31.69451733,77.93202828,7,13.5,Lost
852,Sabah,P.191 Kalabakan,5,Noraini Abd Ghapur,NORAINI ABD GHAPUR,45,female,bumiputera,PAKATAN HARAPAN (PH),9398,0,lost,0,PH,50030,18.78472916,88.84499112,10,14.8,Lost
858,Sarawak,P.193 Santubong,3,Mohamad Zen Bin Peli,MOHAMAD ZEN PELI,51,male,bumiputera,PAKATAN HARAPAN (PH),5058,0,lost_deposit,0,PH,51809,9.762782528,90.91406583,4.5,11.7,Lost
860,Sarawak,P.194 Petra Jaya,2,Sopian Bin Julaihi,SOPIAN JULAIHI,54,male,bumiputera,PAKATAN HARAPAN (PH),13382,0,lost,0,PH,69163,19.34849558,86.91124672,4.5,6.1,Lost
869,Sarawak,P.197 Kota Samarahan,2,Abang Abdul Halil Bin Abang Naili,ABANG HALIL,62,male,bumiputera,PAKATAN HARAPAN (PH),12833,0,lost,0,PH,55111,23.28573243,85.31176358,4.7,7.7,Lost
871,Sarawak,P.198 Puncak Borneo,2,Diog Anak Dios,DIOG ANAK DIOS,55,male,bumiputera,PAKATAN HARAPAN (PH),16119,0,lost,0,PH,51154,31.5107323,81.74627053,5,11,Lost
878,Sarawak,P.200 Batang Sadong,2,Lahaji Bin Lahiya,CIKGU LAHAJI,71,male,bumiputera,PAKATAN HARAPAN (PH),3775,0,lost,0,PH,22443,16.82038943,95.97620714,4.4,18.4,Lost
880,Sarawak,P.201 Batang Lupar,2,Wel @ Maxwel Anak Rojis,WEL @ MAXWEL ROJIS,70,male,bumiputera,PAKATAN HARAPAN (PH),2768,0,lost_deposit,0,PH,27559,10.0439058,97.70809487,4.1,28.4,Lost
885,Sarawak,P.202 Sri Aman,4,Tay Wei Wei,NAGA LIBAU @ TAY,42,female,chinese,PAKATAN HARAPAN (PH),2021,0,lost_deposit,0,PH,31917,6.332048751,87.90153058,4.5,9.3,Lost
889,Sarawak,P.203 Lubok Antu,4,Langga Anak Lias,LANGGA LIAS,61,male,bumiputera,PAKATAN HARAPAN (PH),746,0,lost_deposit,0,PH,19294,3.866486991,94.48918546,4,8.8,Lost
890,Sarawak,P.204 Betong,1,Patrick Bin Kamis,PATRICK KAMIS @ HJ KAMENG,58,male,bumiputera,PAKATAN HARAPAN (PH),5177,0,lost,0,PH,26713,19.38007712,96.11197058,5,23,Lost
895,Sarawak,P.205 Saratok,3,Ibil Jaya,IBIL JAYA,61,male,bumiputera,PAKATAN HARAPAN (PH),1221,0,lost_deposit,0,PH,30841,3.959015596,95.05428815,4.4,17.6,Lost
897,Sarawak,P.206 Tanjong Manis,2,Zainab Binti Suhaili,USTAZAH ZAINAB,52,female,bumiputera,PAKATAN HARAPAN (PH),2566,0,lost,0,PH,19040,13.47689076,93.52296316,4,14.8,Lost
899,Sarawak,P.207 Igan,2,Andri Zulkarnaen Bin Hamden,HUD ANDRI,50,male,bumiputera,PAKATAN HARAPAN (PH),1162,0,lost_deposit,0,PH,16986,6.840927823,97.2678957,5.9,21.8,Lost
906,Sarawak,P.210 Kanowit,1,Mohd Fauzi Abdullah @ Joseph @ Usit A/K Nyambong,JOSEPH NYAMBONG,61,male,bumiputera,PAKATAN HARAPAN (PH),7175,0,lost,0,PH,18043,39.76611428,91.02050922,4.8,21.9,Lost
919,Sarawak,P.213 Mukah,2,Abdul Jalil Bin Bujang,ABDUL JALIL,63,male,bumiputera,PAKATAN HARAPAN (PH),6047,0,lost,0,PH,27780,21.7674586,91.98237233,3.4,10.3,Lost
920,Sarawak,P.214 Selangau,1,Umpang Anak Sabang,UMPANG ANAK SABANG,57,male,bumiputera,PAKATAN HARAPAN (PH),11092,0,lost,0,PH,28796,38.51923878,95.86969044,4.3,11.1,Lost
924,Sarawak,P.215 Kapit,2,Khusyairy Pangkas Abdullah,PANGKAS AK. UNGGANG,61,male,bumiputera,PAKATAN HARAPAN (PH),4120,0,lost,0,PH,21999,18.72812401,93.04066079,5.8,4.7,Lost
926,Sarawak,P.216 Hulu Rajang,1,Abun Sui Anyit,ABUN SUI ANYIT,49,male,bumiputera,PAKATAN HARAPAN (PH),7951,0,lost,0,PH,23407,33.96847097,97.63692041,4.5,6.1,Lost
932,Sarawak,P.218 Sibuti,2,Zolhaidah Binti Suboh,ZULHAIDAH SUBOH,49,female,bumiputera,PAKATAN HARAPAN (PH),10405,0,lost,0,PH,33916,30.6787357,86.72031264,3.6,7.9,Lost
936,Sarawak,P.219 Miri,3,Chiew Choon Man,CHIEW CHOON MAN,31,male,chinese,PAKATAN HARAPAN (PH),39549,1,won,1,PH,78148,50.60782106,64.97059247,3.2,4,Won
938,Sarawak,P.220 Baram,2,Roland Engan,ROLAND ENGAN,50,male,bumiputera,PAKATAN HARAPAN (PH),11060,0,lost,0,PH,29783,37.13527851,94.61022813,4.8,14.4,Lost
940,Sarawak,P.221 Limbang,1,Racha Balang,RACHA BALANG,56,male,bumiputera,PAKATAN HARAPAN (PH),4899,0,lost,0,PH,19796,24.74742372,88.02216344,5.6,11,Lost
942,Sarawak,P.222 Lawas,1,Japar Bin Suyut,HJ JAPAR BIN HJ SUYUT,61,male,bumiputera,PAKATAN HARAPAN (PH),1163,0,lost_deposit,0,PH,18208,6.387302285,92.63581489,5.5,14.6,Lost
